user_id,treatment_group,loan_amount,loan_tenure_months,credit_score,repayment_outcome
user_815,treatment,5187,12,677,paid
user_816,control,4355,6,583,paid
user_817,control,5183,12,674,paid
user_818,control,5814,12,572,defaulted
user_819,treatment,5073,6,704,late
user_820,control,5060,12,626,defaulted
user_821,control,3947,6,645,paid
user_822,treatment,4005,6,716,paid
user_823,treatment,2896,12,585,paid
user_824,control,7624,6,580,paid
user_825,treatment,3134,18,620,paid
user_826,treatment,3960,6,701,paid
user_827,control,3922,6,574,paid
user_828,treatment,6342,12,508,paid
user_829,control,4557,12,627,paid
user_830,treatment,6871,6,677,paid
user_831,control,3989,12,710,paid
user_832,control,5418,6,626,paid
user_833,control,3746,18,629,paid
user_834,treatment,8217,12,707,paid
user_835,control,3218,12,556,paid
user_836,treatment,5464,18,630,paid
user_837,control,5950,12,659,paid
user_838,control,5620,18,672,paid
user_839,treatment,4722,12,624,paid
user_840,control,4805,18,651,late
user_841,control,5065,6,525,paid
user_842,treatment,4779,12,617,paid
user_843,control,6445,12,672,paid
user_844,control,8315,12,600,paid
user_845,control,4163,12,652,paid
user_846,control,2945,12,672,late
user_847,treatment,4867,6,632,paid
user_848,treatment,8869,6,658,paid
user_849,control,3794,12,601,paid
user_850,treatment,7458,12,639,paid
user_851,control,7516,18,680,paid
user_852,treatment,4169,12,657,paid
user_853,control,5853,18,620,paid
user_854,control,7442,12,661,paid
user_855,control,4431,6,685,paid
user_856,control,4694,6,547,paid
user_857,control,4127,12,707,paid
user_858,control,3477,12,633,paid
user_859,treatment,4026,6,671,paid
user_860,control,3164,12,709,late
user_861,treatment,5051,18,581,paid
user_862,control,3845,12,614,paid
user_863,treatment,5350,12,635,paid
user_864,treatment,2666,12,610,paid
user_865,treatment,5496,6,736,late
user_866,control,6250,12,607,paid
user_867,control,2009,12,622,defaulted
user_868,treatment,5561,6,660,paid
user_869,control,6841,12,589,late
user_870,treatment,3185,12,630,paid
user_871,control,7508,18,665,late
user_872,treatment,5628,18,633,paid
user_873,treatment,3942,6,645,paid
user_874,control,4916,12,623,paid
user_875,treatment,5837,12,574,paid
user_876,control,5114,18,666,defaulted
user_877,treatment,5808,6,737,paid
user_878,treatment,3618,12,650,paid
user_879,control,5254,12,661,paid
user_880,control,2879,6,684,paid
user_881,control,4833,6,586,defaulted
user_882,treatment,3644,12,735,paid
user_883,control,3896,12,660,paid
user_884,treatment,6854,12,731,paid
user_885,treatment,6636,12,613,paid
user_886,control,5913,12,740,paid
user_887,control,3361,12,688,paid
user_888,treatment,4525,6,677,paid
user_889,treatment,6819,18,661,paid
user_890,control,5212,6,637,defaulted
user_891,control,8478,12,710,paid
user_892,control,5589,6,657,paid
user_893,control,5288,6,551,defaulted
user_894,control,4536,12,594,paid
user_895,treatment,5200,6,640,paid
user_896,treatment,4771,18,665,paid
user_897,treatment,6062,6,647,late
user_898,treatment,6435,12,710,paid
user_899,control,3821,12,552,late
user_900,control,3003,6,657,late
user_901,control,2245,6,559,paid
user_902,treatment,5761,12,687,paid
user_903,treatment,3344,12,645,paid
user_904,control,1770,12,670,paid
user_905,control,5582,12,606,late
user_906,treatment,8739,12,713,late
user_907,treatment,4990,6,702,paid
user_908,control,6257,12,679,paid
user_909,control,5122,18,643,late
user_910,treatment,4851,12,678,paid
user_911,control,6378,12,614,paid
user_912,control,4564,12,692,paid
user_913,control,5401,12,732,paid
user_914,treatment,5482,12,703,paid
user_915,treatment,3997,12,613,paid
user_916,treatment,6488,18,668,paid
user_917,treatment,4737,6,585,paid
user_918,treatment,3866,6,678,paid
user_919,treatment,5804,12,672,paid
user_920,treatment,3652,18,556,paid
user_921,control,5042,6,591,paid
user_922,control,4986,6,635,paid
user_923,control,6628,6,634,paid
user_924,control,5712,6,589,late
user_925,control,4962,12,669,paid
user_926,control,6226,12,662,paid
user_927,control,7085,12,640,defaulted
user_928,treatment,5836,12,612,paid
user_929,treatment,5015,6,702,late
user_930,control,3032,6,732,paid
user_931,control,3402,12,625,paid
user_932,treatment,4542,18,619,late
user_933,control,4085,18,674,paid
user_934,control,4719,6,632,paid
user_935,treatment,5084,18,643,paid
user_936,control,5794,12,686,paid
user_937,treatment,4894,12,554,paid
user_938,control,5729,12,715,paid
user_939,treatment,5096,12,653,paid
user_940,treatment,2036,12,629,paid
user_941,treatment,3590,6,645,defaulted
user_942,control,4783,6,648,paid
user_943,treatment,3185,6,563,paid
user_944,control,5899,12,724,paid
user_945,control,7296,12,652,paid
user_946,control,6828,12,672,paid
user_947,control,4679,6,697,paid
user_948,treatment,7236,18,598,paid
user_949,treatment,5223,18,673,paid
user_950,control,4494,12,636,paid
user_951,control,4079,18,692,defaulted
user_952,treatment,4546,12,543,paid
user_953,control,4417,18,645,paid
user_954,treatment,5255,6,619,paid
user_955,control,5240,12,671,paid
user_956,control,5004,6,673,late
user_957,treatment,5655,6,614,paid
user_958,control,6785,6,614,paid
user_959,treatment,6424,12,644,paid
user_960,control,2772,12,605,paid
user_961,control,1169,12,692,paid
user_962,control,6401,6,631,paid
user_963,treatment,2949,18,504,defaulted
user_964,control,4662,12,631,paid
user_965,control,3244,12,598,defaulted
user_966,control,2297,12,568,paid
user_967,control,5812,6,588,late
user_968,treatment,6138,12,655,paid
user_969,treatment,4135,18,716,paid
user_970,control,1113,6,665,paid
user_971,treatment,4180,12,619,paid
user_972,control,5587,18,672,paid
user_973,control,2781,12,627,paid
user_974,control,5275,6,615,paid
user_975,treatment,4977,6,592,paid
user_976,treatment,5868,6,562,paid
user_977,treatment,5179,12,630,paid
user_978,treatment,3540,12,657,paid
user_979,treatment,6794,6,645,paid
user_980,treatment,4762,18,629,late
user_981,treatment,4959,12,602,paid
user_982,treatment,3600,6,680,paid
user_983,treatment,4335,12,584,defaulted
user_984,control,3672,12,688,paid
user_985,treatment,4740,6,599,defaulted
user_986,treatment,7567,6,612,paid
user_987,treatment,2942,18,576,paid
user_988,treatment,2579,12,624,paid
user_989,treatment,7206,12,698,paid
user_990,treatment,4686,12,675,paid
user_991,treatment,3996,6,698,paid
user_992,treatment,6559,6,676,paid
user_993,treatment,4091,12,594,paid
user_994,treatment,7739,6,633,paid
user_995,treatment,6016,6,610,paid
user_996,control,4268,18,716,paid
user_997,control,8235,18,590,paid
user_998,treatment,4091,12,694,late
user_999,treatment,6113,18,694,paid
user_1000,control,5448,6,741,late
